name,url,phone,email,website,region,status,whatsapp,mobile
"Casitas Tenorio B&B","https://es.visitcostarica.com/planning-your-trip/hotels/casitas-tenorio-bb","(+506) 8439-9084","info@casitastenorio.com","https://casitastenorio.com","2.5 km sureste del Liceo de Bijagua Bijagua Upala","ok","",""
"Hotel Hacienda Sueño Azul","https://es.visitcostarica.com/planning-your-trip/hotels/hacienda-sueno-azul-hotel","(506) 2764-1000","reserve@suenoazulresort.com","https://suenoazulresort.com","Horquetas Sarapiquí 41003 Sarapiquí","ok","",""
"Hotel Montaña de Fuego","https://es.visitcostarica.com/planning-your-trip/hotels/montana-de-fuego-hotel","(506) 2479-1220","reservaciones@montanadefuego.com","https://montanadefuego.com","La Fortuna 9 kilómetros Noroeste del centro de La Fortuna de San Carlos, carretera al volcán 21007 San Carlos","ok","50662402490",""
"The Springs Resort & Spa","https://es.visitcostarica.com/planning-your-trip/hotels/springs-resort-spa","(506) 2401-3300","reservations@thespringscostarica.com","https://thespringscostarica.com","La Fortuna 12 kms norte del centro de la Fortuna, en los Altos de las Torres de Monterrey 21007 San Carlos","ok","","62401331"
"Pachamama","https://es.visitcostarica.com/planning-your-trip/hotels/pachamama","(+506) 8701-7788","info@pachamama.com","https://pachamama.com","Finca Pachamama, 1.5 kms norte de Ostional, en Santa Cruz","ok","",""
"Hotel Nany","https://es.visitcostarica.com/planning-your-trip/hotels/nany-hotel","(506) 2654-4320","hotelnany.cr@gmail.com","https://hotelnany.net","Cabo Velas 200 mts norte y 75 este de la Escuela, Playa Brasilito 50308 Santa Cruz","ok","",""
"Mariner Inn Pensión","https://es.visitcostarica.com/planning-your-trip/hotels/mariner-inn-pension","(506) 8407-1898","themarinerinn@gmail.com","","Veintisiete de Abril Frente a la antigua Marina de Playa Flamingo, Sta Cruz 50303 Santa Cruz","ok","",""
"Hotel Marceva","https://es.visitcostarica.com/planning-your-trip/hotels/marceva-hotel","(506) 2666-2487","hotelmarceva@yahoo.es","","Liberia 2 kms norte y 700 este de Burguer King, Liberia 50101 Liberia","ok","",""
"Hotel Samara Inn","https://es.visitcostarica.com/planning-your-trip/hotels/samara-inn-hotel","(506) 2656-0482","info@hotelsamarainn.com","https://hotelsamarainn.com","Samara 600 mts oeste del Banco Nacional de Sámara 50205 Nicoya","ok","",""
"Albergue Pueblo Antiguo","https://es.visitcostarica.com/planning-your-trip/hotels/pueblo-antiguo-lodge","(506) 2662-0522","rsegnini.c@gmail.com","https://puebloantiguo.com","Sierra 100 mts este de la Escuela, La Sierra, Abangares 50702 Abangares","ok","",""
"Villas Paraíso Estival","https://es.visitcostarica.com/planning-your-trip/hotels/villas-paraiso-estival","(506) 2654-4579","villasestivalguanacaste@gmail.com","https://villasestivalcostarica.com","Veintisiete de Abril PLAYA PRIETA, SANTA CRUZ, GUANACASTE 50303 Santa Cruz","ok","",""
"Hotel Villas Nacazcol & Beach Club","https://es.visitcostarica.com/planning-your-trip/hotels/villas-nacazcol-beach-club-hotel","(506) 2681-2400","mmarcos@nacazcol.com","https://nacazcol.com","Sardinal 4 KM. ANTES DE PLAYAS DEL COCO 50503 Carrillo","ok","",""
"Villas Jinesta","https://es.visitcostarica.com/planning-your-trip/hotels/villas-jinesta","(506) 2290-4241","villasjinesta@gmail.com","https://vacasa.com/vacation-rentals/Costa-Rica/Villas-Jinesta","Cabo Velas De la Iglesia de Playa Brasilito 400 metros por la carretera principal hacia playa Flamingo 50308 Santa Cruz","ok","","80054403"
"Hotel Grano de Oro","https://es.visitcostarica.com/planning-your-trip/hotels/grano-de-oro-hotel","(506) 2255-3322","reservations@hotelgranodeoro.com","https://hotelgranodeoro.com","Hospital Avenidas 2 Y 4, Calle 30 Paseo Colón 10103 San José","ok","",""
"El Marañon Albergue Turístico","https://es.visitcostarica.com/planning-your-trip/hotels/el-maranon-albergue-turistico","(506) 2249-1271","agencia@cultourica.com","https://cultourica.com","Santa Ana Ciudad Colón, Barrio La Trinidad contiguo a la iglesia 10901 Santa Ana","ok","",""
"Hotel Don Carlos","https://es.visitcostarica.com/planning-your-trip/hotels/don-carlos-hotel","(506) 2221-6707","reservations@doncarloshotel.com","https://doncarloshotel.com","Carmen SAN JOSE 10101 San José","ok","",""
"Los Campesinos Eco Lodge","https://es.visitcostarica.com/planning-your-trip/hotels/los-campesinos-eco-lodge","(506) 2206-5009","info@loscampesinosecolodge.com","https://loscampesinosecolodge.com","San Lorenzo 300 Norte de la Escuela, Quebrada Arroyo, San Lorenzo Tarrazu, San Jose 10502 Tarrazú","ok","",""
"Hotel Las Brumas","https://es.visitcostarica.com/planning-your-trip/hotels/las-brumas-hotel","(506) 2553-3535","hotellasbrumas@hotmail.com","https://hotellasbrumas.com","San Rafael 2 Kilómetros al Este del Puente Beily, carretera hacia el Volcán Irazú 30701 Oreamuno","ok","",""
"Apartotel La Perla","https://es.visitcostarica.com/planning-your-trip/hotels/la-perla-apartotel","(506) 2220-1882","info@alaperla.com","https://alaperla.com","Uruca 200 mts oeste del Hospital México 10107 San José","ok","",""
"La Fonda de Charlie","https://es.visitcostarica.com/planning-your-trip/hotels/la-fonda-de-charlie","(506) 2231-3912","castillin44@hotmail.com","https://hostaldecharlie.wixsite.com/misitio","Uruca Frente a entrada principal Albergue INS 10107 San José","ok","",""
"Holiday Inn AUROLA San José","https://es.visitcostarica.com/planning-your-trip/hotels/holiday-inn-aurola-san-jose","(506) 2523-1000","info@aurolahotels.com","https://aurolahotels.com","Avenida 5, Calle 5, Cantón Central El Carmen 10101 San José","ok","",""
"Hotel Casa Chameleon Las Catalinas","https://es.visitcostarica.com/planning-your-trip/hotels/hotel-casa-chameleon-las-catalinas","(506) 2203-1200","reservations@casachameleonhotels.com","https://casachameleonhotels.com","Guanacaste, Santa Cruz, Tempate, Playa Danta. 4 km. Norte de plaza de deportes. Playa Danta","ok","",""
"Retiro de bienestar y sanación Asclepios","https://es.visitcostarica.com/planning-your-trip/hotels/asclepios-wellness-healing-retreat","(506) 2433-1668","info@asclepioscr.com","https://asclepioscr.com","Tambor El cacao de Alajuela 20112 Alajuela","ok","",""
"Hotel Colonial","https://es.visitcostarica.com/planning-your-trip/hotels/colonial-hotel","(506) 2223-0109","info@hotelcolonialcr.com","https://hotelcolonialcr.com","Catedral Av 2 y 6, calle 11, casa 452 10104 San José","ok","50687100710","62223010"
"Hotel Colinas del Sol","https://es.visitcostarica.com/planning-your-trip/hotels/colinas-del-sol-hotel","(506) 2446-4244","info@hotelcolinasdelsol.com","https://hotelcolinasdelsol.com","Atenas Calle Boqueron, Atenas, Alajuela 20501 Atenas","ok","",""
"Hotel Colinas Alta Vista","https://es.visitcostarica.com/planning-your-trip/hotels/colinas-alta-vista-hotel","(506) 2230-4941","info@colinasaltavista.com","https://colinasaltavista.com","Carretera Tarbaca a Tarbaca, Aserrí, 200 mts. al sur y 2kms. al este del Restaurante Las Doñitas. 10602 Aserrí","ok","",""
"Hotel Amira","https://es.visitcostarica.com/planning-your-trip/hotels/amira-hotel","+506 2244-7722","hotelamiracr@gmail.com","","costado este de la plaza de deportes Puerto Carrillo Hojancha","ok","",""
"Hotel Georgi","https://es.visitcostarica.com/planning-your-trip/hotels/georgi-hotel","+506 8819-0766","hotelgeorgicr@gmail.com","https://facebook.com/Hotel-Georgi-CR-383120658509134","Frente a Villas Las Ventanas, Playa Junquillal Santa Cruz","ok","",""
"Condovac La Costa Club y Hotel","https://es.visitcostarica.com/planning-your-trip/hotels/condovac-la-costa-club-y-hotel","(506) 4001-1100","info@condovac.com","https://condovac.com","Sardinal Playa Hermosa, Guanacaste 50503 Carrillo","ok","",""
"Hotel Colina del Mar","https://es.visitcostarica.com/planning-your-trip/hotels/colina-del-mar-hotel","(+506) 2656-0609","reservations@colinadelmarcr.com","https://colinadelmarcr.com","800 metros oeste del súper iguana verde, Cantarrana Sámara","ok","",""
"Las Olas Cabinas","https://es.visitcostarica.com/planning-your-trip/hotels/las-olas-cabinas","(506) 2652-9315","info@cabinaslasolas.com","https://cabinaslasolas.com","Tamarindo Playa Avellanas, Guanacaste 50309 Santa Cruz","ok","","70757730"
"Apartotel La Colina","https://es.visitcostarica.com/planning-your-trip/hotels/la-colina-apartotel","(506) 2653-0303","lacolinatamarindo@yahoo.com","https://la-colina.com","Tamarindo Playa Tamarindo, Guanacaste 50309 Santa Cruz","ok","",""
"Kayasol Surf Hotel","https://es.visitcostarica.com/planning-your-trip/hotels/kayasol-surf-hotel","(506) 2682-1459","info@kayasol.com","https://kayasol.com","Nosara 25 metros al sureste de supermercado Delicias del Mundo, Playa Guiones 50206 Nicoya","ok","",""
"Posada Llanos del Cortes","https://es.visitcostarica.com/planning-your-trip/hotels/posada-llanos-del-cortes","+506 8521-5000","info@llanosdelcortes.com","https://llanosdelcortes.com","200 metros oeste de la ruta 1 a llanos del Cortés Bagaces","ok","50685215000","85215000"
"Villas Tropicales Tambor","https://es.visitcostarica.com/planning-your-trip/hotels/tambor-tropical-villas","(506) 2683-0011","Info@tambortropical.com","","Cóbano 100 este, 100 norte de la escuela 60111 Puntarenas","ok","",""
"Albergue Santa Juana","https://es.visitcostarica.com/planning-your-trip/hotels/santa-juana-lodge","(+506) 4001-8754","reservations@sicomono.com","","200 mts norte de la Iglesia Católica, Santa Juana Quepos","ok","",""
"Albergue El Remanso","https://es.visitcostarica.com/planning-your-trip/hotels/el-remanso-lodge","(506) 4000-2442","reservations@elremanso.com","https://elremanso.com","Puerto Jiménez 22 kms camino a Playa Carate 60702 Golfito","ok","50688145775","64000244"
"Hotel Angelus","https://es.visitcostarica.com/planning-your-trip/hotels/angelus-hotel","(+506) 2772-3630","info@hotelesangelus.com","https://hotelesangelus.com","100m norte de la Iglesia Católica de Barrio el Hoyón Perez Zeledon","ok","",""
"Hotel Luz de Luna","https://es.visitcostarica.com/planning-your-trip/hotels/luz-de-luna-hotel","(506) 2743-8271","jimenezpatry@gmail.com","","Bahía Ballena 200 mts sur oeste del puente sobre Río Uvita, Osa 60504 Osa","ok","",""
"Albergue Las Caletas","https://es.visitcostarica.com/planning-your-trip/hotels/las-caletas-lodge","+506 8863-9631","caletasdrakebay@gmail.com","https://caletaslodgedrake.com","Playa Caletas, Bahía Drake, contiguo a Hotel Copa de Árbol Bahia Drake","ok","",""
"La Galerie","https://es.visitcostarica.com/planning-your-trip/hotels/la-galerie","+506 4002-6533","hospedajelagalerie@gmail.com","","250m noreste del INA de Ciudad Cortés Ciudad Cortés","ok","",""
"Casa de la Luna Santa Teresa","https://es.visitcostarica.com/planning-your-trip/hotels/casa-de-la-luna-santa-teresa","2640-0948","casadelalunasantateresa@gmail.com","","Calle Jaguar Santa Teresa Cóbano","ok","",""
"Monteverde Country Lodge","https://es.visitcostarica.com/planning-your-trip/hotels/monteverde-country-lodge","(506) 2645-7175","info@monteverdecountrylodge","https://monteverdecountrylodge.com","125 metros suroeste de la escuela Rafael Arguedas en Cerro Plano Monteverde 60109 Monteverde","ok","50687768777","88893656"
"Albergue Monteverde","https://es.visitcostarica.com/planning-your-trip/hotels/monteverde-albergue-0","(506) 4070-0425","kimberly@monteverdelodge.com","https://monteverdelodge.com","200 sur del Ranario Monteverde 60109 Puntarenas","ok","","80096311"
"Hotel Koora","https://es.visitcostarica.com/planning-your-trip/hotels/koora-hotel","4000-3385","manager@koorahotel.com","","300 metros norte del Banco de Costa Rica Monteverde","ok","",""
"Hidden Canopy Treehouses Boutique Hotel","https://es.visitcostarica.com/planning-your-trip/hotels/hidden-canopy-treehouses-boutique-hotel","+506 2645-5447","info@hiddencanopy.com","https://hiddencanopy.com","300m este del cruce hacia Las Nubes, camino a Sky Trek, Santa Elena. Monteverde","ok","",""
"Villas Casitas Costa Dorada","https://es.visitcostarica.com/planning-your-trip/hotels/villas-casitas-costa-dorada","+506 2663-0593","reservaciones@casitascostadoradacr.com","","600m oeste Hospital Monseñor Sanabria El Roble","ok","",""
"Villas Cabuya Beach","https://es.visitcostarica.com/planning-your-trip/hotels/villas-cabuya-beach","2100-8574","villascabuya@gmail.com","","100 metros oeste y 75 metros sur del supermercado David Cabuya Cóbano","ok","",""
"Hyatt Centric San José Escazú","https://es.visitcostarica.com/hyatt-centric-san-jose-escazu","+506 2207-1234","reserve.centric@hyatt.com","https://www.hyatt.com/hyatt-centric/sjoct-hyatt-centric-san-jose-escazu?src=vanity_hyattcentricsanjoseescazu.com","San José, Escazú: Plaza Tempo, sobre la Autopista Próspero Fernández","ok","",""
"Elida Lodge Monteverde","https://es.visitcostarica.com/planning-your-trip/hotels/elida-lodge-monteverde","+506 2645-5158","info@elidacr.com","https://www.elidalodge.com/","100 suroeste de CASEM","ok","",""
"Terrazas del Pacífico","https://es.visitcostarica.com/terrazas-del-pacifico","+506 2643-32-22","mercadeo1@terrazadelpacifico.com","https://www.terrazadelpacifico.com","2 kms suroeste del Mirador de Jacó, Playa Hermosa","ok","",""
"La Roca Lodge & Suites","https://es.visitcostarica.com/planning-your-trip/hotels/la-roca-lodge-suites","+506 8367-7474","reservations@larocacr.com","https://arenalrocasuites.com","Alajuela, San Carlos, La Fortuna, 2.5 km este de la Represa del Arenal.","ok","","83677474"
"Vista Verde Hotel y Restaurante","https://es.visitcostarica.com/planning-your-trip/hotels/vista-verde-hotel-y-restaurante","","vista-verde2010@hotmail.com","","","ok","",""
"The Palms en Coco Beach","https://es.visitcostarica.com/planning-your-trip/hotels/palms-coco-beach","+506 2670-0367","reception@palmscoco.com","https://palmscoco.com","Playas del Coco. Costado oeste de la plaza de deportes","ok","","62670036"
"Yaldai","https://es.visitcostarica.com/planning-your-trip/hotels/yaldai","+506 2557 5454","yaldaivg@hotmail.com","","Cartago, Turrialba, detrás de la gradería de sombra del Estadio Rafael Angel Camacho en Ciudadela Jorge DeBravo.","ok","",""
"Casa Tucán","https://es.visitcostarica.com/planning-your-trip/hotels/casa-tucan","+506 8950 7129","casatucan.info@gmail.com","https://casatucanglamping.com","Cartago, Turrialba, El Carmen de Santa Cruz, costado este de la plaza.","ok","",""
"Brisas del Río","https://es.visitcostarica.com/planning-your-trip/hotels/brisas-del-rio","(506) 2763-63-03","info@brisasdelriocr.com","https://brisasdelriocr.com","Limón, Pococí, Jiménez,450 mts Sur de la entrada principal de Suerre","ok","",""
"Lomas del Caribe Villas Caribeñas","https://es.visitcostarica.com/planning-your-trip/hotels/lomas-del-caribe-caribbean-villas","+506 2750-30-84","info@lomasdelcaribe.com","https://lomasdelcaribe.com","Limón, Talamanca, Cahuita, Puerto Viejo, Cocles, entrada de Olé Caribe 1 kilómetro al oeste.","ok","",""
"GR Corcovado","https://es.visitcostarica.com/planning-your-trip/hotels/gr-corcovado","+ 506 2775-0505","hotelcorcovado.cr@gmail.com","","200m sur de los tribunales de justicia de Golfito Golfito","ok","",""
"Hotel Villas Gaia","https://es.visitcostarica.com/planning-your-trip/hotels/villas-gaia-hotel","(506) 2786-5044","info@villasgaia.com","https://villasgaia.com","Sierpe Playa Tortuga, Osa 60503 Osa","ok","","62786504"
"Albergue Uvita","https://es.visitcostarica.com/planning-your-trip/hotels/uvita-lodge","2743-8016","reservacionescabinasbahiauvita@gmail.com","https://marinoballenalodge.com","De la entrada principal al Parque Marino Ballena 200 mts norte Uvita","ok","",""
"Tiskita Jungle Lodge","https://es.visitcostarica.com/planning-your-trip/hotels/tiskita-jungle-lodge","(506) 2296-8125","info@tiskita.com","https://tiskita.com","Golfito PUNTA BANCO,GOLFITO, PENINSULA DE OSA. 60701 Golfito","ok","","62776219"
"Playa Nicuesa Raiforest Lodge","https://es.visitcostarica.com/planning-your-trip/hotels/playa-nicuesa-raiforest-lodge","(506) 8335-4727","reservation@nicuesalodge.com","https://nicuesalodge.com","Golfito Playa Nicuesa 60701 Golfito","ok","",""
"Hotel Cocal","https://es.visitcostarica.com/planning-your-trip/hotels/cocal-hotel","(506) 2643-3067","cocalcr@racsa.co.cr","https://hotelcocalandcasino.com","Jacó Playa Jacó, 75 oeste de las Oficinas Centrales del ICE 61101 Garabito","ok","","80078529"
"Hotel La Posada Jungle","https://es.visitcostarica.com/planning-your-trip/hotels/la-posada-jungle-hotel","+506 2777-14-46","info@laposadajungle.com","https://laposadajungle.com","contiguo a la entrada del Parque Nacional Manuel Antonio Quepos","ok","",""
"Hotel Karahe","https://es.visitcostarica.com/planning-your-trip/hotels/karahe-hotel","(506) 2777-0170","reservations@karahe.com","https://karahe.com","Quepos Playa de Manuel Antonio 60601 Aguirre","ok","50687547250","62777017"
"Hotel D'Lucia","https://es.visitcostarica.com/planning-your-trip/hotels/dlucia-hotel","(+506) 2637-0080","hoteldlucia@gmail.com","https://hoteldlucia.com","300 mts norte de la entrada principal de Punta Leona Quebrada Ganado","ok","",""
"Hotel Monte Rey del Mar","https://es.visitcostarica.com/planning-your-trip/hotels/monte-rey-del-mar-hotel","(506) 2778-0787","reservacionesmontereydelmar@gmail.com","https://montereydelmar.com","Parrita Esterillos Este, Parrita 60901 Parrita","ok","",""
"Hotel Casas del Toro","https://es.visitcostarica.com/planning-your-trip/hotels/casas-del-toro-hotel","2654-5612","reservas_fla@casasdeltoro.com","https://casasdeltoro.com","Cabo Velas, Flamingo. 300 metros oeste del BCR Santa Cruz","ok","","62654561"
"Hotel Bramadero","https://es.visitcostarica.com/planning-your-trip/hotels/bramadero-hotel","(506) 2666-0371","bramareservas@gmail.com","https://hotelbramadero.com","Liberia 25 mts norte de la entrada principal de Liberia 50101 Liberia","ok","","62666037"
"Hotel Boyeros","https://es.visitcostarica.com/planning-your-trip/hotels/boyeros-hotel","(506) 2666-0809","liberia@hotelboyeros.com","https://hotelboyeros.com","Liberia DE LA ENTRADA PRINCIPAL DE LIBERIA 100 METROS AL SUR. 50101 Liberia","ok","50689743618","62666080"
"Posada Aventura","https://es.visitcostarica.com/planning-your-trip/hotels/adventure-inn","(506) 2239-2633","eric.robinson@adventure-inn.com","https://adventureinn.com","50 metros este de le entrada los Arcos Ciudad Cariari, San Antonio, Belén, Heredia","ok","",""
"Los Jardines de Monteverde","https://es.visitcostarica.com/planning-your-trip/hotels/los-jardines-de-monteverde","+506 4703 66 64","info@hoteljardinesdemonteverde.com","","Monteverde, 350 metros noreste de la Escuela Rafael Arguedas","ok","",""
"Casa del Rio Hotel Boutique","https://es.visitcostarica.com/planning-your-trip/hotels/casa-del-rio-hotel-boutique","+506 6195-3621","reservas@casadelrio.net","https://casadelrio.net","Alajuela, San Carlos, La Fortuna, Frente a la Delegación de Tránsito","ok","","80022727"
"Hotel Hojarascas","https://es.visitcostarica.com/planning-your-trip/hotels/hojarascas-hotel","(506) 2261-3649","info@hotelhojarascas.com","https://hotelhojarascas.com","Heredia Estamos entre Calle 4-6, Avenida 8, Centro de Heredia, Costa Rica. 40101 Heredia","ok","50688277715","62260778"
"Albergue Volcán Poás","https://es.visitcostarica.com/planning-your-trip/hotels/poas-volcano-lodge","(506) 2482-2194","info@poasvolcanolodge.com","https://poasvolcanolodge.com","Varablanca 500 oeste de Gasol Vara Blanca, frente el Cortijo 40105 Heredia","ok","","86147230"
"Hotel Plaza Real","https://es.visitcostarica.com/planning-your-trip/hotels/plaza-real-hotel","(506) 2290-6409","info@plazareal.cr","https://plazareal.cr","Uruca 200 mts sur y 50 mts oeste Burger King 10107 San José","ok","",""
"Hotel Palenque Tarrazu","https://es.visitcostarica.com/planning-your-trip/hotels/palenque-tarrazu-hotel","25 464 222","info@hotelpalenquetarrazu.com","https://hotelpalenquetarrazu.com","100 metros al este y 25 metros al sur de Coopesantos R.L. San Marcos Tarrazu","ok","",""
"Albergue Orosi","https://es.visitcostarica.com/planning-your-trip/hotels/orosi-lodge","(506) 25333578","info@orosilodge.com","","Orosi 25 mts este del balneario, Orosi, Cartago 30203 Paraíso","ok","",""
"Hotel Rosa del Paseo","https://es.visitcostarica.com/planning-your-trip/hotels/rosa-del-paseo-hotel","(506) 2257-3213","info@larosadelpaseo.com","","Carmen Paseo Colón entre calles 28 y 30 10101 San José","ok","",""
"Hotel Vesuvio","https://es.visitcostarica.com/planning-your-trip/hotels/vesuvio-hotel","(506) 2256-1616","info@hotelvesuvio.com","https://hotelvesuvio.com","Carmen De la entrada a Emergencias del Hospital Calderón Guardia 175 oeste 10101 San José","ok","",""
"The Retreat Wellness Resort & Spa","https://es.visitcostarica.com/planning-your-trip/hotels/retreat-wellness-resort-spa","(506) 2106-3900","info@theretreatcostarica.com","https://theretreatcostarica.com","50 metros este de la Escuela Pública de Altos del Monte, Atenas","ok","",""
"Albergue Tetey","https://es.visitcostarica.com/planning-your-trip/hotels/tetey-lodge","(506) 2533-1335","info@teteylodge.com","","Orosi A una hora de San José y a sólo 11 km del Parque Nacional Tapantí 30203 Paraíso","ok","",""
"Villas de Cariari","https://es.visitcostarica.com/planning-your-trip/hotels/villas-de-cariari","(506) 2293-3033","info@villasdecariari.com","https://villasdecariari.com","San Antonio Del Hotel Double Tree Cariari by Hilton, 400 mts al suroeste, Ciudad Cariari, La Asunción de Belén 40701 Belén","ok","",""
"Hotel Villa Zurquí","https://es.visitcostarica.com/planning-your-trip/hotels/villa-zurqui-hotel","(506) 2268-8856","info@hotelvillazurqui.com","https://hotelvillazurqui.com","Anselmo Llorente Carretera Braulio Carrillo (costado sur) 150 m. este de la Bomba Zurquí 11303 Tibás","ok","",""
"Hotel Tioga","https://es.visitcostarica.com/planning-your-trip/hotels/tioga-hotel","(506) 2661-0271","info@hoteltioga.com","","800 oeste Muelle de Cruceros Paseo de los Turistas 60101 Puntarenas","ok","",""
"Hotel Tango Mar","https://es.visitcostarica.com/planning-your-trip/hotels/tango-mar-hotel","(506) 2683-0081","reservation@tangomar.com","","Cóbano Playa Quizales, Tambor de Cóbano. 60111 Puntarenas","ok","",""
"Hotel Playa Puntarenas","https://es.visitcostarica.com/planning-your-trip/hotels/puntarenas-beach-hotel","(506) 2661-6800","info@hotelpuntarenasbeach.com","","Puntarenas 100 este de la clinica San Rafael, Paseo de los Turistas 60101 Puntarenas","ok","",""
"Hotel Yadran","https://es.visitcostarica.com/planning-your-trip/hotels/yadran-hotel","(506) 2661-2662","info@hotelyadrancr.com","","Puntarenas Barrio El Carmen al final del Paseo de los Turistas 60101 Puntarenas","ok","",""
"Albergue Esquinas Rainforest Lodge","https://es.visitcostarica.com/planning-your-trip/hotels/esquinas-rainforest-lodge","(506) 2741-8001","info@esquinaslodge.com","https://esquinaslodge.com","Golfito 1 km oeste antigua Escuela de La Gamba 60701 Golfito","ok","",""
"Hotel Esintro","https://es.visitcostarica.com/planning-your-trip/hotels/esintro-hotel","(+506) 2773-4004","recepcion.lc@tropicalstudies.org","","Las Cruces, San Vito, 6 km al suroeste del parque de San Vito Coto Brus, camino a Ciudad Neily San Vito","ok","",""
"Diquis del Sur","https://es.visitcostarica.com/planning-your-trip/hotels/diquis-del-sur","(+506) 2786-5015","info@diquisdelsur.com","","1,5 kilómetros este de la entrada de la avenida Papagayo Ojochal de Osa Osa","ok","",""
"Los Laureles","https://es.visitcostarica.com/planning-your-trip/hotels/los-laureles","2743-8238","info@cabinasloslaureles.com","https://loslaurelescollection.com","400m este del Banco Nacional de Costa Rica Uvita","ok","",""
"Hotel Lapa Rojas","https://es.visitcostarica.com/planning-your-trip/hotels/lapa-rojas-hotel","(506) 2735-11-46","reservacioneslaparojas@gmail.com","","Puerto Jiménez 1 km después del cementerio camino a Guadalupe, La Palma, Pto. Jiménez, Puntarenas 60702 Golfito","ok","",""
"Bahía de Los Piratas","https://es.visitcostarica.com/planning-your-trip/hotels/bahia-de-los-piratas","(506) 2653-8951","info@bahiadelospiratas.com","https://bahiadelospiratas.com","Veintisiete de Abril Playa Real cruce de Belen. Guanacaste Edificio Centro Colon, Piso 8, Oficina 8-1, San Jose. 50303 Santa Cruz","ok","",""
"Hotel Guadalupe","https://es.visitcostarica.com/planning-your-trip/hotels/guadalupe-hotel","+506 2695-5943","hotel.guadalupe@hotmail.com","https://hotelguadalupe.co.cr","100 metros Sur, 50 metros Este de la Catedral Tilaran","ok","50626955943","62695594"
"Albergue ecológico Drift Away","https://es.visitcostarica.com/planning-your-trip/hotels/drift-away-eco-lodge","+506 2652-9086","reservations@driftawayecolodge.com","https://driftawayecolodge.com","125mts este y 50 mts sur de Cabinas La Playa Playa Avellanas Santa Cruz","ok","",""
"Hotel Liberia","https://es.visitcostarica.com/planning-your-trip/hotels/liberia-hotel","(506) 2666-0161","info@hotelliberiacr.com","https://hotelliberiacr.com","Liberia 75 mtrs. sur de antigua gobernación, sobre Calle Real, Liberia, Guanacaste. 50101 Liberia","ok","",""
"Hotel Las Espuelas","https://es.visitcostarica.com/planning-your-trip/hotels/las-espuelas-hotel","(506) 2666-0144","info@hotellasespuelas.com","https://hotellasespuelas.com","Liberia 2 kms sur de la entrada principal de Liberia. 50101 Liberia","ok","",""
"Las Brisas del Pacífico","https://es.visitcostarica.com/planning-your-trip/hotels/las-brisas-del-pacifico","(506) 2656-0250","las-brisas-samara@hotmail.com","https://lasbrisashotelsamara.com","Samara Playa Sámara, Guanacaste 50205 Nicoya","ok","",""
"Hotel Laguna Mar","https://es.visitcostarica.com/planning-your-trip/hotels/laguna-mar-hotel","(506) 2655-8181","info@lagunamarhotel.com","https://lagunamarhotel.com","Bejuco 30 metros norte de la Escuela La Javilla 50906 Nandayure","ok","",""
"Hotel La Siesta","https://es.visitcostarica.com/planning-your-trip/hotels/la-siesta-hotel","(506) 2666-0606","gerencia@hotellasiestacr.com","https://hotellasiestacr.com","Liberia 250 M. SUR DE LA FARMACIA LUX, LIBERIA GUANACASTE. 50101 Liberia","ok","",""
"L'acqua Viva Resort & Spa","https://es.visitcostarica.com/planning-your-trip/hotels/lacqua-viva-resort-spa","(506) 2682-0587","info@lacquaviva.com","https://lacquaviva.com","Nosara Guiones de Nosara, Nicoya. Guanacaste 50206 Nicoya","ok","",""
"Hotel Playa Negra","https://es.visitcostarica.com/planning-your-trip/hotels/playa-negra-hotel","(506) 2652-9134","hotelplayanegra@ice.co.cr","https://playanegra.com","Tamarindo Playa Negra 35 km noroeste de Santa Cruz 50309 Santa Cruz","ok","",""
"Albergue Tenorio","https://es.visitcostarica.com/planning-your-trip/hotels/tenorio-lodge","(506) 2466-8282","info@tenoriolodge.com","https://tenoriolodge.com","Bijagua Camino del Retiro 250 mts a la izquierda 21304 Upala","ok","",""
"Selina La Fortuna","https://es.visitcostarica.com/planning-your-trip/hotels/selina-la-fortuna","(+506) 4052-5982","reception.lafortuna@selina.com","https://selina.com","75 metros este de la Terminal de Buses en la Fortuna La Fortuna","ok","",""
"Hotel Secreto La Fortuna","https://es.visitcostarica.com/planning-your-trip/hotels/secreto-la-fortuna-hotel","(+506) 2979-7047","secretolafortunahotel@gmail.com","","100 metros Norte de la Clinica CCSS La Fortuna","ok","",""
"Hotel Fonda Vela","https://es.visitcostarica.com/planning-your-trip/hotels/fonda-vela-hotel","2645-5125","info@fondavela.com","https://fondavela.com","Monteverde 800 suroeste de la fábrica de quesos 60109 Monteverde","ok","","62645512"
"Hotel Boutique Casa Camaleón Malpaís","https://es.visitcostarica.com/planning-your-trip/hotels/casa-chameleon-malpais-boutique-hotel","+(506) 2103 1212","info@casachameleonhotels.com","https://hotelcasachameleon.com","Cóbano Calle principal de Mal Pais, de la torre del ICE, 500mts sur y 250 mts Este 60111 Puntarenas","ok","",""
"Hotel Barceló Tambor Beach","https://es.visitcostarica.com/planning-your-trip/hotels/barcelo-tambor-beach-hotel","(506) 2683-0303","tambor.comercial@barcelo.com","https://barcelo.com/es/barcelo-hotels/hoteles/costa-rica/playa-tambor/barcelo-tambor/","Cóbano PLAYA TAMBOR 60111 Puntarenas","ok","",""
